director_name,duration,genres,movie_title,language,budget,imdb_score
John Maybury,94.0,Drama|Mystery|Sci-Fi|Thriller,The Jacket ,English,29000000.0,7.1
Ron Clements,90.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Aladdin ,English,28000000.0,8.0
Steven Spielberg,118.0,Action|Adventure,Indiana Jones and the Temple of Doom ,English,28000000.0,7.6
Igor Kovalyov,83.0,Adventure|Animation|Comedy|Drama|Family|Musical,The Rugrats Movie ,English,24000000.0,5.9
Lee Tamahori,104.0,Crime|Drama|Thriller,Along Came a Spider ,English,60000000.0,6.3
Stephen Frears,110.0,Biography|Comedy|Drama|Music|Romance,Florence Foster Jenkins ,English,29000000.0,7.1
Robert Rodriguez,102.0,Action|Crime|Thriller,Once Upon a Time in Mexico ,English,29000000.0,6.4
John McTiernan,131.0,Action|Thriller,Die Hard ,English,28000000.0,8.2
David Wain,101.0,Comedy,Role Models ,English,28000000.0,6.9
Adam McKay,130.0,Biography|Comedy|Drama|History,The Big Short ,English,28000000.0,7.8
Ang Lee,120.0,Comedy|Drama|Music,Taking Woodstock ,English,30000000.0,6.7
Gavin O'Connor,135.0,Biography|Drama|History|Sport,Miracle ,English,28000000.0,7.5
Zack Snyder,110.0,Action|Horror|Thriller,Dawn of the Dead ,English,26000000.0,7.4
Adam Shankman,103.0,Comedy|Romance,The Wedding Planner ,English,35000000.0,5.2
Shinji Aramaki,115.0,Adventure|Animation|Sci-Fi,Harlock: Space Pirate ,Japanese,30000000.0,6.5
Wes Anderson,110.0,Comedy|Drama,The Royal Tenenbaums ,English,21000000.0,7.6
James Mangold,91.0,Mystery|Thriller,Identity ,English,30000000.0,7.3
Jon Turteltaub,105.0,Comedy|Romance,Last Vegas ,English,28000000.0,6.6
John Glen,127.0,Action|Adventure|Thriller,For Your Eyes Only ,English,28000000.0,6.8
Peter Chelsom,82.0,Comedy|Romance,Serendipity ,English,28000000.0,6.9
Peter Hyams,99.0,Action|Crime|Sci-Fi|Thriller,Timecop ,English,27000000.0,5.8
Ben Stiller,90.0,Comedy,Zoolander ,English,28000000.0,6.6
Lasse Hallström,115.0,Drama|Romance|Thriller,Safe Haven ,English,28000000.0,6.7
Kenny Ortega,96.0,Comedy|Family|Fantasy,Hocus Pocus ,English,28000000.0,6.7
Scott Hicks,104.0,Comedy|Drama|Romance,No Reservations ,English,28000000.0,6.3
Matthew Vaughn,117.0,Action|Comedy,Kick-Ass ,English,30000000.0,7.7
Ruben Fleischer,83.0,Action|Comedy|Crime,30 Minutes or Less ,English,28000000.0,6.1
Patrick Lussier,99.0,Action|Fantasy|Horror|Thriller,Dracula 2000 ,English,28000000.0,4.9
Miguel Arteta,81.0,Comedy|Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",English,28000000.0,6.2
Joe Wright,135.0,Drama|Romance,Pride & Prejudice ,English,28000000.0,7.8
Ridley Scott,117.0,Sci-Fi|Thriller,Blade Runner ,English,28000000.0,8.2
Michael Caton-Jones,139.0,Adventure|Biography,Rob Roy ,English,28000000.0,6.9
McG,123.0,Action|Drama|Thriller,3 Days to Kill ,English,28000000.0,6.2
James Gray,117.0,Crime|Drama|Thriller,We Own the Night ,English,21000000.0,6.9
Janusz Kaminski,97.0,Drama|Horror|Thriller,Lost Souls ,English,28000000.0,4.8
Donald Petrie,103.0,Comedy|Fantasy|Romance,Just My Luck ,English,28000000.0,5.3
Jay Roach,119.0,Comedy|Drama|Sport,"Mystery, Alaska ",English,28000000.0,6.7
Brian Levant,94.0,Action|Comedy|Family,The Spy Next Door ,English,28000000.0,5.4
Michael Ritchie,89.0,Comedy|Family|Fantasy,A Simple Wish ,English,28000000.0,5.4
John Carpenter,98.0,Action|Horror|Sci-Fi,Ghosts of Mars ,English,28000000.0,4.9
David Gordon Green,107.0,Comedy|Drama,Our Brand Is Crisis ,English,28000000.0,6.1
Burr Steers,108.0,Action|Horror|Romance,Pride and Prejudice and Zombies ,English,28000000.0,5.8
Martin Scorsese,134.0,Biography|Drama|History|War,Kundun ,English,28000000.0,7.0
Robert B. Weide,110.0,Comedy|Drama|Romance,How to Lose Friends & Alienate People ,English,27000000.0,6.5
Jeff Wadlow,103.0,Action|Comedy|Crime,Kick-Ass 2 ,English,28000000.0,6.6
Agustín Díaz Yanes,145.0,Adventure|Drama|History|Romance|Thriller|War,Captain Alatriste: The Spanish Musketeer ,Spanish,24000000.0,6.1
Camille Delamarre,100.0,Action|Crime|Drama|Thriller,Brick Mansions ,English,28000000.0,5.7
John Glen,131.0,Action|Adventure|Thriller,Octopussy ,English,27500000.0,6.6
Judd Apatow,133.0,Comedy|Romance,Knocked Up ,English,30000000.0,7.0
Nick Cassavetes,109.0,Drama,My Sister's Keeper ,English,30000000.0,7.4
Malcolm D. Lee,114.0,Comedy|Drama|Romance,"Welcome Home, Roscoe Jenkins ",English,35000000.0,5.3
Richard Eyre,92.0,Crime|Drama|Romance|Thriller,Notes on a Scandal ,English,15000000.0,7.4
Gavin Hood,122.0,Drama|Thriller,Rendition ,English,27500000.0,6.8
Nicholas Meyer,110.0,Action|Adventure|Sci-Fi|Thriller,Star Trek VI: The Undiscovered Country ,English,30000000.0,7.2
Callie Khouri,116.0,Drama,Divine Secrets of the Ya-Ya Sisterhood ,English,27000000.0,6.0
Gary Fleder,115.0,Crime|Drama|Mystery|Thriller,Kiss the Girls ,English,27000000.0,6.6
John Landis,148.0,Action|Comedy|Crime|Music,The Blues Brothers ,English,27000000.0,7.9
Todd Graff,118.0,Comedy|Music,Joyful Noise ,English,25000000.0,5.7
Chris Weitz,101.0,Comedy|Drama|Romance,About a Boy ,English,30000000.0,7.1
Steve Miner,82.0,Action|Comedy|Horror,Lake Placid ,English,27000000.0,5.6
Paul McGuigan,110.0,Crime|Drama|Mystery|Thriller,Lucky Number Slevin ,English,27000000.0,7.8
Roland Emmerich,130.0,Drama|History|Thriller,Anonymous ,English,30000000.0,6.9
Wolfgang Petersen,94.0,Adventure|Drama|Family|Fantasy,The NeverEnding Story ,English,27000000.0,7.4
Alex Proyas,111.0,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Dark City ,English,27000000.0,7.7
Saul Dibb,110.0,Biography|Drama|History|Romance,The Duchess ,English,13500000.0,6.9
Walter Murch,109.0,Adventure|Family|Fantasy|Horror|Mystery,Return to Oz ,English,25000000.0,6.7
Richard Linklater,123.0,Action|Crime|Drama|History|Western,The Newton Boys ,English,27000000.0,6.0
Christian Alvart,109.0,Horror|Mystery|Thriller,Case 39 ,English,27000000.0,6.2
E. Elias Merhige,99.0,Crime|Drama|Mystery|Thriller,Suspect Zero ,English,27000000.0,5.9
Menno Meyjes,106.0,Comedy|Drama|Family,Martian Child ,English,27000000.0,6.8
Robert Rodriguez,89.0,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids: All the Time in the World in 4D ,English,27000000.0,3.6
Jodie Foster,98.0,Crime|Drama|Thriller,Money Monster ,English,27000000.0,6.7
Ronny Yu,93.0,Action|Comedy|Crime|Thriller,Formula 51 ,English,28000000.0,6.3
Joel Schumacher,112.0,Comedy|Crime|Drama,Flawless ,English,15000000.0,6.4
Renny Harlin,101.0,Crime|Horror|Mystery|Thriller,Mindhunters ,English,27000000.0,6.4
Barry Levinson,104.0,Comedy|Drama,What Just Happened ,English,25000000.0,5.7
Norman Jewison,120.0,Drama|Thriller,The Statement ,English,23000000.0,6.2
Kenneth Branagh,135.0,Drama|Musical|Romance,The Magic Flute ,English,27000000.0,6.6
Steve Carr,91.0,Action|Comedy|Crime,Paul Blart: Mall Cop ,English,26000000.0,5.2
Mark Waters,97.0,Comedy|Family|Fantasy|Music|Romance,Freaky Friday ,English,26000000.0,6.1
Judd Apatow,133.0,Comedy|Romance,The 40-Year-Old Virgin ,English,26000000.0,7.1
John Madden,123.0,Comedy|Drama|Romance,Shakespeare in Love ,English,25000000.0,7.2
Scott Frank,114.0,Crime|Drama|Mystery|Thriller,A Walk Among the Tombstones ,English,28000000.0,6.5
Ivan Reitman,111.0,Action|Comedy|Crime,Kindergarten Cop ,English,26000000.0,6.0
David Gordon Green,117.0,Action|Comedy|Crime,Pineapple Express ,English,27000000.0,7.0
Andy Tennant,121.0,Comedy|Drama|Romance,Ever After: A Cinderella Story ,English,26000000.0,7.0
Kevin Costner,139.0,Drama|Romance|Western,Open Range ,English,22000000.0,7.5
Joel Schumacher,115.0,Drama|Horror|Sci-Fi|Thriller,Flatliners ,English,26000000.0,6.6
Wes Craven,85.0,Mystery|Thriller,Red Eye ,English,26000000.0,6.5
David R. Ellis,90.0,Horror|Thriller,Final Destination 2 ,English,26000000.0,6.2
Joel Coen,107.0,Adventure|Comedy|Crime|Music,"O Brother, Where Art Thou? ",English,26000000.0,7.8
Scott Stewart,100.0,Action|Fantasy|Horror,Legion ,English,26000000.0,5.2
Michael Bay,129.0,Comedy|Crime|Drama,Pain & Gain ,English,26000000.0,6.5
Paul Weitz,109.0,Comedy|Drama|Romance,In Good Company ,English,26000000.0,6.5
Jonathan Frakes,94.0,Action|Adventure|Comedy|Sci-Fi|Thriller,Clockstoppers ,English,26000000.0,5.2
Lawrence Kasdan,133.0,Action|Crime|Drama|Western,Silverado ,English,26000000.0,7.2
Jim Sheridan,105.0,Drama|Thriller,Brothers ,English,26000000.0,7.1
Kevin Allen,100.0,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Agent Cody Banks 2: Destination London ,English,26000000.0,4.5
Garry Marshall,113.0,Comedy|Romance,New Year's Eve ,English,56000000.0,5.7
Michael Cristofer,118.0,Drama|Mystery|Romance|Thriller,Original Sin ,English,42000000.0,6.0
James McTeigue,110.0,Crime|Mystery|Thriller,The Raven ,English,26000000.0,6.4
Donald Petrie,110.0,Comedy|Romance,Welcome to Mooseport ,English,26000000.0,5.2
Andrew Morahan,99.0,Action|Fantasy|Romance|Sci-Fi,Highlander: The Final Dimension ,English,26000000.0,4.3
Bob Rafelson,101.0,Crime|Drama|Thriller,Blood and Wine ,English,22000000.0,6.1
Michael Cohn,100.0,Fantasy|Horror,Snow White: A Tale of Terror ,English,26000000.0,6.3
Woody Allen,103.0,Comedy|Crime|Mystery|Romance,The Curse of the Jade Scorpion ,English,26000000.0,6.8
David O. Russell,100.0,Comedy|Romance,Accidental Love ,English,26000000.0,4.0
Alan Shapiro,95.0,Adventure|Family,Flipper ,English,25530000.0,5.2
Tarsem Singh,117.0,Action|Mystery|Sci-Fi|Thriller,Self/less ,English,26000000.0,6.5
Fernando Meirelles,129.0,Drama|Mystery|Romance|Thriller,The Constant Gardener ,English,15000000.0,7.5
Mel Gibson,120.0,Drama,The Passion of the Christ ,Aramaic,30000000.0,7.1
Chris Columbus,125.0,Comedy|Drama|Family|Romance,Mrs. Doubtfire ,English,25000000.0,6.9
Barry Levinson,133.0,Drama,Rain Man ,English,25000000.0,8.0
Clint Eastwood,116.0,Drama,Gran Torino ,English,33000000.0,8.2
Oliver Stone,129.0,Biography|Drama|History,W. ,English,25100000.0,6.4
Pierre Morel,93.0,Action|Thriller,Taken ,English,25000000.0,7.9
Michael Hoffman,118.0,Drama|Romance,The Best of Me ,English,26000000.0,6.7
Mick Jackson,129.0,Action|Drama|Music|Romance,The Bodyguard ,English,25000000.0,6.1
Tate Taylor,146.0,Drama,The Help ,English,25000000.0,8.1
Bill Condon,128.0,Biography|Drama|Thriller,The Fifth Estate ,English,28000000.0,6.2
Raja Gosnell,93.0,Adventure|Comedy|Family|Fantasy|Horror|Mystery,Scooby-Doo 2: Monsters Unleashed ,English,80000000.0,4.9
Oleg Stepchenko,107.0,Adventure|Fantasy|Mystery|Thriller,Viy ,Russian,26000000.0,5.4
Ronny Yu,97.0,Action|Horror|Thriller,Freddy vs. Jason ,English,30000000.0,5.8
John A. Davis,82.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Jimmy Neutron: Boy Genius ,English,30000000.0,6.0
Matt Reeves,85.0,Action|Adventure|Horror|Sci-Fi,Cloverfield ,English,25000000.0,7.0
Michael Pressman,88.0,Action|Adventure|Comedy|Family|Sci-Fi,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,English,25000000.0,6.0
Brian De Palma,119.0,Crime|Drama|Thriller,The Untouchables ,English,25000000.0,7.9
Ethan Coen,122.0,Crime|Drama|Thriller,No Country for Old Men ,English,25000000.0,8.1
Tim Story,99.0,Action|Comedy|Crime|Romance,Ride Along ,English,25000000.0,6.2
Sharon Maguire,97.0,Comedy|Drama|Romance,Bridget Jones's Diary ,English,26000000.0,6.7
Lasse Hallström,121.0,Drama|Romance,Chocolat ,English,25000000.0,7.3
Charles Herman-Wurmfeld,95.0,Comedy,"Legally Blonde 2: Red, White & Blonde ",English,45000000.0,4.6
Andy Fickman,105.0,Comedy|Family,Parental Guidance ,English,25000000.0,6.1
Ivan Reitman,108.0,Comedy|Romance,No Strings Attached ,English,25000000.0,6.2
George P. Cosmatos,134.0,Action|Biography|Drama|History|Romance|Western,Tombstone ,English,25000000.0,7.8
Andrzej Bartkowiak,115.0,Action|Crime|Thriller,Romeo Must Die ,English,25000000.0,6.1
Richard Donner,107.0,Fantasy|Horror|Mystery,The Omen ,English,2800000.0,7.6
James Wong,86.0,Horror,Final Destination 3 ,English,25000000.0,5.8
Scott Hicks,101.0,Drama|Romance,The Lucky One ,English,25000000.0,6.5
Gabor Csupo,96.0,Adventure|Drama|Family|Fantasy,Bridge to Terabithia ,English,17000000.0,7.2
Marc Forster,101.0,Biography|Drama|Family,Finding Neverland ,English,25000000.0,7.8
Tyler Perry,100.0,Comedy|Drama,A Madea Christmas ,English,25000000.0,4.7
Joe Carnahan,117.0,Action|Adventure|Drama|Thriller,The Grey ,English,25000000.0,6.8
John Polson,101.0,Drama|Horror|Mystery|Thriller,Hide and Seek ,English,30000000.0,5.9
Adam McKay,98.0,Comedy,Anchorman: The Legend of Ron Burgundy ,English,26000000.0,7.2
Martin Scorsese,146.0,Biography|Crime|Drama,Goodfellas ,English,25000000.0,8.7
Harald Zwart,102.0,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Agent Cody Banks ,English,26000000.0,5.0
Kirk Jones,97.0,Comedy|Family|Fantasy,Nanny McPhee ,English,25000000.0,6.6
Brian De Palma,142.0,Crime|Drama,Scarface ,English,25000000.0,8.3
Steve Oedekerk,98.0,Action|Adventure|Comedy|Crime,Nothing to Lose ,English,25000000.0,6.7
Baltasar Kormákur,109.0,Action|Crime|Drama|Thriller,Contraband ,English,25000000.0,6.5
Brett Ratner,97.0,Action|Comedy|Crime|Thriller,Money Talks ,English,25000000.0,6.1
Cathy Malkasian,85.0,Adventure|Animation|Comedy|Family|Fantasy,The Wild Thornberrys Movie ,English,25000000.0,5.2
John Eng,80.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Rugrats Go Wild ,English,25000000.0,5.6
Malcolm D. Lee,86.0,Action|Comedy,Undercover Brother ,English,25000000.0,5.8
Ken Kwapis,119.0,Comedy|Drama|Family|Romance,The Sisterhood of the Traveling Pants ,English,25000000.0,6.6
Chris Nahon,98.0,Action|Crime|Drama|Thriller,Kiss of the Dragon ,English,25000000.0,6.6
Fred Wolf,97.0,Comedy|Romance,The House Bunny ,English,25000000.0,5.5
Craig Gillespie,124.0,Biography|Drama|Sport,Million Dollar Arm ,English,25000000.0,7.0
Phillip Noyce,97.0,Drama|Romance|Sci-Fi,The Giver ,English,25000000.0,6.5
Dennie Gordon,105.0,Comedy|Drama|Family|Romance,What a Girl Wants ,English,20000000.0,5.8
Victor Salva,104.0,Horror,Jeepers Creepers II ,English,17000000.0,5.6
Mark Helfrich,101.0,Comedy|Romance,Good Luck Chuck ,English,25000000.0,5.6
Andrzej Bartkowiak,101.0,Action|Crime|Drama|Thriller,Cradle 2 the Grave ,English,30000000.0,5.8
Stephen Daldry,114.0,Drama|Romance,The Hours ,English,25000000.0,7.6
Andy Fickman,105.0,Comedy|Romance,She's the Man ,English,20000000.0,6.4
Steve Bendelack,90.0,Comedy|Family,Mr. Bean's Holiday ,English,25000000.0,6.3
Dwight H. Little,97.0,Action|Adventure|Horror|Thriller,Anacondas: The Hunt for the Blood Orchid ,English,25000000.0,4.6
Guillaume Canet,144.0,Crime|Drama|Thriller,Blood Ties ,English,25500000.0,6.5
Kirsten Sheridan,114.0,Drama|Music,August Rush ,English,30000000.0,7.5
Shekhar Kapur,124.0,Biography|Drama|History,Elizabeth ,English,25000000.0,7.5
Ronny Yu,89.0,Comedy|Fantasy|Horror|Romance,Bride of Chucky ,English,25000000.0,5.3
Frank Darabont,142.0,Crime|Drama,The Shawshank Redemption ,English,25000000.0,9.3
Simon Wincer,92.0,Adventure|Comedy|Crime,Crocodile Dundee in Los Angeles ,English,21150000.0,4.8
Bobby Farrelly,117.0,Comedy|Sport,Kingpin ,English,27000000.0,6.9
Rupert Wyatt,111.0,Crime|Drama|Thriller,The Gambler ,English,25000000.0,6.0
John Wells,121.0,Drama,August: Osage County ,English,25000000.0,7.3
Nigel Cole,107.0,Comedy|Drama|Romance,A Lot Like Love ,English,30000000.0,6.6
Dexter Fletcher,106.0,Biography|Comedy|Drama|Sport,Eddie the Eagle ,English,23000000.0,7.5
Spike Lee,136.0,Drama|Sport,He Got Game ,English,25000000.0,6.9
Jeremy Leven,97.0,Comedy|Drama|Romance,Don Juan DeMarco ,English,25000000.0,6.8
Lasse Hallström,108.0,Drama|Romance|War,Dear John ,English,25000000.0,6.3
Sylvain White,97.0,Action|Crime|Drama|Mystery|Thriller,The Losers ,English,25000000.0,6.4
Troy Nixey,99.0,Fantasy|Horror|Thriller,Don't Be Afraid of the Dark ,English,25000000.0,5.6
Philip G. Atwell,103.0,Action|Crime|Thriller,War ,English,25000000.0,6.3
Paul Thomas Anderson,95.0,Comedy|Drama|Romance|Thriller,Punch-Drunk Love ,English,25000000.0,7.3
Jeff Schaffer,93.0,Comedy,EuroTrip ,English,25000000.0,6.6
Don Michael Paul,98.0,Action|Crime|Thriller,Half Past Dead ,English,13000000.0,4.6
Paul Feig,90.0,Adventure|Comedy|Family|Romance,Unaccompanied Minors ,English,26000000.0,5.1
James Bridges,107.0,Drama,"Bright Lights, Big City ",English,25000000.0,5.6
Steve Barron,90.0,Adventure|Family|Fantasy|Musical,The Adventures of Pinocchio ,Italian,25000000.0,5.3
Richard Kelly,115.0,Drama|Fantasy|Mystery|Thriller,The Box ,English,16000000.0,5.6
Carter Smith,93.0,Horror,The Ruins ,English,8000000.0,5.9
John Schlesinger,99.0,Comedy|Drama|Romance,The Next Best Thing ,English,25000000.0,4.7
Wes Craven,107.0,Horror|Mystery|Thriller,My Soul to Take ,English,25000000.0,4.8
Luke Greenfield,110.0,Comedy|Drama|Romance,The Girl Next Door ,English,25000000.0,6.8
Ringo Lam,101.0,Action|Crime|Mystery|Romance|Thriller,Maximum Risk ,English,25000000.0,5.4
Bruce McCulloch,85.0,Comedy|Crime,Stealing Harvard ,English,25000000.0,5.1
Brian Helgeland,132.0,Biography|Crime|Drama|History|Thriller,Legend ,English,30000000.0,7.0
David R. Ellis,90.0,Horror|Thriller,Shark Night 3D ,English,25000000.0,4.0
Alan Parker,145.0,Drama,Angela's Ashes ,English,25000000.0,7.3
Ivan Reitman,110.0,Drama|Sport,Draft Day ,English,25000000.0,6.8
Tobe Hooper,101.0,Action|Horror|Sci-Fi|Thriller,Lifeforce ,English,25000000.0,6.1
Robert Redford,122.0,Crime|Drama|History,The Conspirator ,English,25000000.0,7.0
Catherine Hardwicke,107.0,Biography|Drama|Sport,Lords of Dogtown ,English,25000000.0,7.1
Patricia Riggen,127.0,Biography|Drama|History,The 33 ,English,26000000.0,6.9
John Carpenter,99.0,Action|Adventure|Comedy|Fantasy,Big Trouble in Little China ,English,25000000.0,7.3
Pascal Chaumeil,104.0,Comedy|Romance,A Perfect Plan ,French,17000000.0,6.3
Gavin O'Connor,140.0,Drama|Sport,Warrior ,English,25000000.0,8.2
Neil Jordan,133.0,Biography|Drama|Thriller|War,Michael Collins ,English,28000000.0,7.1
Kimberly Peirce,112.0,Drama|War,Stop-Loss ,English,25000000.0,6.5
Stephen Gaghan,99.0,Drama|Music|Mystery|Romance|Thriller,Abandon ,English,25000000.0,4.9
Jonathan Kaplan,100.0,Drama|Mystery|Thriller,Brokedown Palace ,English,25000000.0,6.4
Ole Bornedal,92.0,Horror|Thriller,The Possession ,English,14000000.0,5.9
Richard Benjamin,105.0,Comedy|Drama|Romance,Mrs. Winterbourne ,English,25000000.0,6.2
Rod Lurie,110.0,Action|Drama|Thriller,Straw Dogs ,English,25000000.0,5.8
Lasse Hallström,116.0,Comedy|Drama,The Hoax ,English,25000000.0,6.7
Craig R. Baxley,88.0,Action|Crime|Drama|Thriller,Stone Cold ,English,17000000.0,5.9
John Hillcoat,111.0,Adventure|Drama,The Road ,English,25000000.0,7.3
John Guillermin,117.0,Adventure|Fantasy,Sheena ,English,25000000.0,4.8
Marcos Siega,95.0,Action|Comedy|Crime|Drama|Thriller,Underclassman ,English,25000000.0,4.1
J.B. Rogers,95.0,Comedy|Romance,Say It Isn't So ,English,25000000.0,4.9
Roger Donaldson,127.0,Biography|Drama|Sport,The World's Fastest Indian ,English,25000000.0,7.9
David R. Ellis,105.0,Action|Adventure|Crime|Drama|Thriller,Snakes on a Plane ,English,33000000.0,5.6
Rachel Talalay,104.0,Action|Comedy|Sci-Fi,Tank Girl ,English,25000000.0,5.2
Jeffrey W. Byrd,95.0,Comedy|Crime,King's Ransom ,English,15000000.0,4.1
Fernando Meirelles,121.0,Drama|Mystery|Sci-Fi|Thriller,Blindness ,English,25000000.0,6.6
Roman Polanski,80.0,Comedy|Drama,Carnage ,English,25000000.0,7.2
Atom Egoyan,107.0,Crime|Drama|Mystery|Thriller,Where the Truth Lies ,English,25000000.0,6.5
Robert Towne,117.0,Biography|Drama|Sport,Without Limits ,English,25000000.0,7.2
Richard Linklater,107.0,Drama,Me and Orson Welles ,English,25000000.0,6.8
Giuseppe Tornatore,131.0,Crime|Drama|Mystery|Romance,The Best Offer ,English,13500000.0,7.8
Werner Herzog,122.0,Crime|Drama,Bad Lieutenant: Port of Call New Orleans ,English,20000000.0,6.7
Guillaume Canet,134.0,Comedy|Drama,Little White Lies ,French,25000000.0,7.1
Taylor Hackford,117.0,Comedy|Drama|Romance|Sport,Love Ranch ,English,25000000.0,5.7
Inna Evlannikova,85.0,Adventure|Animation|Comedy|Family,Space Dogs ,Russian,25000000.0,5.2
Ridley Scott,138.0,Crime|Drama|Thriller,The Counselor ,English,25000000.0,5.3
